N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,N/A,0.07,N/A,N/A,0.14,N/A,0.16,N/A,0.11,0.17,N/A,0.01,N/A,N/A,0.12,0.09,N/A,1,N/A,N/A,N/A,N/A,0.00,N/A,0.07,N/A,0.09,N/A,0.08,N/A,0.15,N/A,0.25
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.10,N/A,-0.06,N/A,N/A,0.01,N/A,0.07,N/A,-0.03,0.10,N/A,0.02,N/A,N/A,-0.04,0.00,N/A,0.00,N/A,N/A,N/A,N/A,1,N/A,0.02,N/A,0.02,N/A,0.00,N/A,0.01,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.08,N/A,-0.00,N/A,N/A,0.02,N/A,0.42,N/A,0.05,0.03,N/A,0.59,N/A,N/A,-0.00,-0.00,N/A,0.07,N/A,N/A,N/A,N/A,0.02,N/A,1,N/A,-0.03,N/A,0.18,N/A,0.16,N/A,0.08
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.05,N/A,0.03,N/A,N/A,0.49,N/A,0.22,N/A,-0.01,-0.01,N/A,-0.01,N/A,N/A,-0.04,0.05,N/A,0.09,N/A,N/A,N/A,N/A,0.02,N/A,-0.03,N/A,1,N/A,0.01,N/A,0.13,N/A,-0.15
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.09,N/A,0.08,N/A,N/A,0.01,N/A,0.16,N/A,0.11,0.05,N/A,0.17,N/A,N/A,0.11,-0.01,N/A,0.08,N/A,N/A,N/A,N/A,0.00,N/A,0.18,N/A,0.01,N/A,1,N/A,0.10,N/A,0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.03,N/A,0.03,N/A,N/A,0.19,N/A,0.48,N/A,0.17,0.14,N/A,0.01,N/A,N/A,0.04,0.03,N/A,0.15,N/A,N/A,N/A,N/A,0.01,N/A,0.16,N/A,0.13,N/A,0.10,N/A,1,N/A,0.04
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.01,N/A,-0.03,N/A,N/A,0.08,N/A,-0.04,N/A,0.14,-0.02,N/A,0.07,N/A,N/A,-0.07,-0.00,N/A,0.25,N/A,N/A,N/A,N/A,0.08,N/A,0.08,N/A,-0.15,N/A,0.02,N/A,0.04,N/A,1
