N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1,-0.06,-0.06,0.04,0.01,0.06,N/A,0.02,0.15,0.01,N/A,N/A,0.05
N/A,-0.06,1,0.04,0.01,-0.05,-0.01,N/A,-0.07,0.03,0.01,N/A,N/A,-0.08
N/A,-0.06,0.04,1,0.12,-0.02,0.05,N/A,0.05,-0.05,-0.02,N/A,N/A,0.08
N/A,0.04,0.01,0.12,1,0.01,0.05,N/A,0.11,0.03,0.01,N/A,N/A,0.01
N/A,0.01,-0.05,-0.02,0.01,1,-0.07,N/A,0.09,-0.08,-0.03,N/A,N/A,-0.04
N/A,0.06,-0.01,0.05,0.05,-0.07,1,N/A,-0.02,-0.03,0.00,N/A,N/A,-0.03
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.02,-0.07,0.05,0.11,0.09,-0.02,N/A,1,-0.06,-0.01,N/A,N/A,-0.02
N/A,0.15,0.03,-0.05,0.03,-0.08,-0.03,N/A,-0.06,1,-0.02,N/A,N/A,-0.08
N/A,0.01,0.01,-0.02,0.01,-0.03,0.00,N/A,-0.01,-0.02,1,N/A,N/A,-0.02
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0.05,-0.08,0.08,0.01,-0.04,-0.03,N/A,-0.02,-0.08,-0.02,N/A,N/A,1
